listing_id,listing_name,listing_url,borough,neighborhood,room_type,property_type,host_tier,market_segment,actual_price_usd,predicted_fair_price_usd,predicted_price_q10,predicted_price_q90,interval_width_pct,direction_confidence,confidence_score,confidence_level,residual_usd,residual_pct_of_fair,pricing_signal
1373586461225233164,Chic West Harlem 1 Bedroom,https://www.airbnb.com/rooms/1373586461225233164,Manhattan,Harlem,Entire home/apt,Entire rental unit,Individual,monthly,135.7,126.1,88.67,159.47,0.5714,Uncertain (within plausible range),69.9,Medium,9.6,0.0761,Within 10% of model benchmark
1373885383064613750,Fabulous 2BR UES (MIN 30 DAYS),https://www.airbnb.com/rooms/1373885383064613750,Manhattan,Upper East Side,Entire home/apt,Entire rental unit,Enterprise,monthly,228.04,228.53,157.36,270.8,0.4983,Uncertain (within plausible range),83.9,Medium,-0.49,-0.0021,Within 10% of model benchmark
1392076345462819538,Bright Male Shared Room – Trendy Williamsburg,https://www.airbnb.com/rooms/1392076345462819538,Brooklyn,Williamsburg,Shared room,Shared room in rental unit,Enterprise,monthly,47.57,66.38,41.22,127.96,1.4326,Uncertain (within plausible range),1.4,Low,-18.81,-0.2834,Below model benchmark (review price)
1392152393534552770,The Alphabet Haus • Vibe 8768,https://www.airbnb.com/rooms/1392152393534552770,Manhattan,East Village,Entire home/apt,Entire rental unit,Enterprise,monthly,153.75,184.7,81.63,246.25,0.8856,Uncertain (within plausible range),18.0,Low,-30.95,-0.1676,Below model benchmark (review price)
1392264748495274961,75-1C 1BR prime UES W/D,https://www.airbnb.com/rooms/1392264748495274961,Manhattan,Upper East Side,Entire home/apt,Entire rental unit,Enterprise,monthly,258.24,236.48,168.72,285.99,0.4978,Uncertain (within plausible range),84.0,Medium,21.76,0.092,Within 10% of model benchmark
1392424232471479995,2A Nice 2-Bedroom Apt 15 Min JFK,https://www.airbnb.com/rooms/1392424232471479995,Brooklyn,Cypress Hills,Entire home/apt,Entire rental unit,Small-Multi,monthly,100.3,106.05,102.48,162.72,0.5735,Confident: raise price,69.5,Medium,-5.75,-0.0542,Within 10% of model benchmark
1392912634487755545,Modern 1BR in Upscale UES Tower,https://www.airbnb.com/rooms/1392912634487755545,Manhattan,Midtown,Entire home/apt,Entire rental unit,Individual,monthly,331.87,233.33,146.12,370.44,0.9548,Uncertain (within plausible range),12.7,Low,98.54,0.4223,Above model benchmark (review price)
1392930669609295969,Cozy Full Bedroom,https://www.airbnb.com/rooms/1392930669609295969,Brooklyn,Bushwick,Private room,Private room in rental unit,Individual,monthly,42.03,54.1,37.32,96.09,1.0641,Uncertain (within plausible range),6.9,Low,-12.07,-0.2231,Below model benchmark (review price)
1374301623184810747,Vibrant Queen Room,https://www.airbnb.com/rooms/1374301623184810747,Queens,Jamaica,Private room,Private room in home,Small-Multi,monthly,58.1,59.47,44.3,88.93,0.7549,Uncertain (within plausible range),34.2,Medium,-1.37,-0.0231,Within 10% of model benchmark
1374334597370469108,Vibrant Cozy Room near JFK,https://www.airbnb.com/rooms/1374334597370469108,Queens,Jamaica,Private room,Private room in home,Small-Multi,monthly,53.78,48.86,33.05,80.79,0.9591,Uncertain (within plausible range),12.3,Low,4.92,0.1007,Above model benchmark (review price)
1374345040938811086,Vibrant King room,https://www.airbnb.com/rooms/1374345040938811086,Queens,Jamaica,Private room,Private room in home,Small-Multi,monthly,75.6,70.01,47.52,114.74,0.9437,Uncertain (within plausible range),13.4,Low,5.59,0.0798,Within 10% of model benchmark
1379962257362767269,Flatbush Brooklyn 2BD 1 Bath Apt & Backyard,https://www.airbnb.com/rooms/1379962257362767269,Brooklyn,East Flatbush,Entire home/apt,Entire rental unit,Individual,monthly,138.0,143.2,126.52,202.05,0.5334,Uncertain (within plausible range),77.6,Medium,-5.2,-0.0363,Within 10% of model benchmark
1374676284797329058,Tranquil large private room with private deck,https://www.airbnb.com/rooms/1374676284797329058,Brooklyn,Williamsburg,Private room,Private room in rental unit,Small-Multi,monthly,79.12,80.65,54.9,132.92,0.9525,Uncertain (within plausible range),12.9,Low,-1.53,-0.019,Within 10% of model benchmark
1374768230895323257,"Fully Furnished, 2BA 2 Bath, Prime location",https://www.airbnb.com/rooms/1374768230895323257,Manhattan,Kips Bay,Entire home/apt,Entire rental unit,Enterprise,monthly,114.23,308.57,119.64,442.81,1.0387,Confident: raise price,8.1,Low,-194.34,-0.6298,Below model benchmark (review price)
1374795412714788950,407 West 51ST Jr one bedroom,https://www.airbnb.com/rooms/1374795412714788950,Manhattan,Hell's Kitchen,Entire home/apt,Entire rental unit,Enterprise,monthly,165.93,140.02,116.49,159.94,0.3158,Confident: lower price,97.9,High,25.91,0.1851,Above model benchmark (review price)
1380391619884917659,Summer sublet Alcove Studio,https://www.airbnb.com/rooms/1380391619884917659,Manhattan,Midtown,Entire home/apt,Entire rental unit,Individual,monthly,159.29,172.12,136.33,315.31,1.0301,Uncertain (within plausible range),8.4,Low,-12.83,-0.0745,Within 10% of model benchmark
1375326797774208795,Roomrs - Lovely 2BR Unit in East Village,https://www.airbnb.com/rooms/1375326797774208795,Manhattan,East Village,Entire home/apt,Entire rental unit,Enterprise,monthly,188.83,357.63,135.54,575.19,1.2172,Uncertain (within plausible range),3.2,Low,-168.8,-0.472,Below model benchmark (review price)
1394285227105190293,East Village scape NYC Flair,https://www.airbnb.com/rooms/1394285227105190293,Manhattan,East Village,Entire home/apt,Entire rental unit,Individual,monthly,335.44,455.45,217.73,807.35,1.2743,Uncertain (within plausible range),2.5,Low,-120.01,-0.2635,Below model benchmark (review price)
1394304165364878157,62-2B Renovated 1BR in Prime Upper East Side,https://www.airbnb.com/rooms/1394304165364878157,Manhattan,Upper East Side,Entire home/apt,Entire rental unit,Enterprise,monthly,249.52,310.98,191.37,375.57,0.5924,Uncertain (within plausible range),65.6,Medium,-61.46,-0.1976,Below model benchmark (review price)
1394326597655126142,Brand New 1BR w Balcony,https://www.airbnb.com/rooms/1394326597655126142,Brooklyn,Bedford-Stuyvesant,Entire home/apt,Entire rental unit,Individual,monthly,165.93,147.34,104.61,201.1,0.6573,Uncertain (within plausible range),51.0,Medium,18.59,0.1262,Above model benchmark (review price)
1375527112025404672,Brooklyn Brownsville Bomber,https://www.airbnb.com/rooms/1375527112025404672,Brooklyn,Brownsville,Entire home/apt,Entire rental unit,Small-Multi,monthly,94.03,91.68,75.89,127.98,0.5736,Uncertain (within plausible range),69.4,Medium,2.35,0.0257,Within 10% of model benchmark
1375582947374609042,LAST ROOM! Bright Private room | Manhattan,https://www.airbnb.com/rooms/1375582947374609042,Manhattan,Upper West Side,Private room,Private room in rental unit,Mid-Multi,monthly,100.07,73.6,59.12,101.12,0.5804,Uncertain (within plausible range),67.9,Medium,26.47,0.3596,Above model benchmark (review price)
1381198021001134111,Beautiful 1890s Townhouse,https://www.airbnb.com/rooms/1381198021001134111,Brooklyn,South Slope,Entire home/apt,Entire townhouse,Individual,monthly,293.14,346.84,210.68,515.78,0.8757,Uncertain (within plausible range),18.7,Low,-53.7,-0.1548,Below model benchmark (review price)
1381242302714578236,2BR with Private Deck-360° Views,https://www.airbnb.com/rooms/1381242302714578236,Brooklyn,Red Hook,Entire home/apt,Entire rental unit,Small-Multi,monthly,207.68,166.78,82.54,244.28,0.9577,Uncertain (within plausible range),12.4,Low,40.9,0.2453,Above model benchmark (review price)
1395591432094780986,A sleek contemporary 2-bdrm apt,https://www.airbnb.com/rooms/1395591432094780986,Brooklyn,Bushwick,Entire home/apt,Entire rental unit,Individual,monthly,405.07,200.98,114.62,307.11,0.9516,Confident: lower price,13.0,Low,204.09,1.0154,Above model benchmark (review price)
1395632911204981032,The Blue Paradise,https://www.airbnb.com/rooms/1395632911204981032,Staten Island,Great Kills,Entire home/apt,Entire rental unit,Individual,monthly,51.71,94.96,65.76,148.97,0.8126,Confident: raise price,25.8,Medium,-43.25,-0.4555,Below model benchmark (review price)
1395803042989559124,Furnished Private Bedroom- Close to J-Gates Subway,https://www.airbnb.com/rooms/1395803042989559124,Brooklyn,Bedford-Stuyvesant,Private room,Private room in rental unit,Enterprise,monthly,52.57,67.82,49.13,98.61,0.7048,Uncertain (within plausible range),42.4,Medium,-15.25,-0.2249,Below model benchmark (review price)
1381864366813649001,"New Listing / newly renovated!  Elevator, Park Ave",https://www.airbnb.com/rooms/1381864366813649001,Manhattan,Upper East Side,Entire home/apt,Entire rental unit,Mid-Multi,monthly,298.7,312.8,190.89,354.25,0.5357,Uncertain (within plausible range),77.0,Medium,-14.1,-0.0451,Within 10% of model benchmark
1382043071975532169,Sunny sanctuary in Williamsburg,https://www.airbnb.com/rooms/1382043071975532169,Brooklyn,Williamsburg,Entire home/apt,Entire rental unit,Small-Multi,monthly,752.78,292.74,173.37,647.2,1.578,Confident: lower price,0.7,Low,460.04,1.5715,Above model benchmark (review price)
1382157077105632258,Cozy 2 Bedroom Apt Near L Train,https://www.airbnb.com/rooms/1382157077105632258,Brooklyn,Canarsie,Entire home/apt,Entire rental unit,Individual,monthly,117.36,122.25,87.23,173.44,0.7062,Uncertain (within plausible range),42.2,Medium,-4.89,-0.04,Within 10% of model benchmark
1407272144533764645,Washington Sq Park Private Bath Private Studio 2,https://www.airbnb.com/rooms/1407272144533764645,Manhattan,Greenwich Village,Entire home/apt,Entire rental unit,Enterprise,monthly,82.9,82.35,69.44,157.38,1.0588,Uncertain (within plausible range),7.1,Low,0.55,0.0066,Within 10% of model benchmark
1408148278858857464,House & garden near New York Bay,https://www.airbnb.com/rooms/1408148278858857464,Brooklyn,Bay Ridge,Entire home/apt,Entire home,Individual,monthly,188.05,182.73,123.49,304.9,0.9857,Uncertain (within plausible range),10.7,Low,5.32,0.0291,Within 10% of model benchmark
1408244672761541888,Modern LES.,https://www.airbnb.com/rooms/1408244672761541888,Manhattan,Lower East Side,Entire home/apt,Entire rental unit,Small-Multi,monthly,164.22,177.48,118.94,221.86,0.5898,Uncertain (within plausible range),65.9,Medium,-13.26,-0.0747,Within 10% of model benchmark
1408269924176237336,modern oasis 1,https://www.airbnb.com/rooms/1408269924176237336,Queens,Cambria Heights,Entire home/apt,Entire rental unit,Small-Multi,monthly,119.65,102.84,77.43,182.18,0.9853,Uncertain (within plausible range),10.7,Low,16.81,0.1635,Above model benchmark (review price)
1408356433561683015,2 Beds | Private Room in the Heart of Brooklyn!,https://www.airbnb.com/rooms/1408356433561683015,Brooklyn,Sunset Park,Private room,Private room in rental unit,Mid-Multi,monthly,74.29,74.31,58.85,116.86,0.7686,Uncertain (within plausible range),31.7,Medium,-0.02,-0.0003,Within 10% of model benchmark
1408671160408480932,The Zen House NYC,https://www.airbnb.com/rooms/1408671160408480932,Queens,Bayside,Entire home/apt,Entire rental unit,Individual,monthly,169.77,148.29,120.75,222.25,0.6882,Uncertain (within plausible range),45.1,Medium,21.48,0.1448,Above model benchmark (review price)
1408907919924302007,Lovely 2-bedroom in Harlem,https://www.airbnb.com/rooms/1408907919924302007,Manhattan,East Harlem,Entire home/apt,Entire rental unit,Individual,monthly,88.49,136.55,77.54,180.29,0.7545,Uncertain (within plausible range),34.2,Medium,-48.06,-0.352,Below model benchmark (review price)
1409046896671491603,Newly Renovated Townhome in Historic Brooklyn,https://www.airbnb.com/rooms/1409046896671491603,Brooklyn,Crown Heights,Entire home/apt,Entire rental unit,Individual,monthly,131.78,143.44,115.14,179.4,0.4562,Uncertain (within plausible range),89.2,Medium,-11.66,-0.0813,Within 10% of model benchmark
1409114154948499896,"Comfortable, large private room",https://www.airbnb.com/rooms/1409114154948499896,Brooklyn,Prospect-Lefferts Gardens,Private room,Private room in bed and breakfast,Mid-Multi,monthly,66.4,73.14,66.88,156.1,1.1763,Confident: raise price,4.0,Low,-6.74,-0.0921,Within 10% of model benchmark
1409141630332131061,Cozy Private Room,https://www.airbnb.com/rooms/1409141630332131061,Brooklyn,Prospect-Lefferts Gardens,Private room,Private room in rental unit,Mid-Multi,monthly,58.1,61.73,48.29,86.68,0.6211,Uncertain (within plausible range),59.1,Medium,-3.63,-0.0589,Within 10% of model benchmark
1409149728097203011,Calm Quiet Room,https://www.airbnb.com/rooms/1409149728097203011,Brooklyn,Prospect-Lefferts Gardens,Private room,Private room in rental unit,Mid-Multi,monthly,58.27,64.17,49.78,105.64,0.8519,Uncertain (within plausible range),21.3,Low,-5.9,-0.0919,Within 10% of model benchmark
1409436664065007055,Bright 2BR apt near Central Park: Laundry&Elevator,https://www.airbnb.com/rooms/1409436664065007055,Manhattan,Harlem,Entire home/apt,Entire rental unit,Enterprise,monthly,265.57,226.99,139.82,303.89,0.7204,Uncertain (within plausible range),39.5,Medium,38.58,0.1699,Above model benchmark (review price)
1396361747076283369,Beautiful Room Near Columbia U,https://www.airbnb.com/rooms/1396361747076283369,Manhattan,Harlem,Private room,Private room in rental unit,Individual,monthly,75.53,75.57,48.92,114.96,0.8686,Uncertain (within plausible range),19.4,Low,-0.04,-0.0006,Within 10% of model benchmark
1396376677596066967,"Private room in Elmhurst, queens",https://www.airbnb.com/rooms/1396376677596066967,Queens,Elmhurst,Private room,Private room in home,Small-Multi,monthly,74.2,66.84,47.31,88.9,0.6393,Uncertain (within plausible range),55.1,Medium,7.36,0.1101,Above model benchmark (review price)
1397153262072526738,14-B Sleek Modern 1BR w outdoor space Union Square,https://www.airbnb.com/rooms/1397153262072526738,Manhattan,Gramercy,Entire home/apt,Entire rental unit,Enterprise,monthly,263.73,211.91,165.59,253.49,0.4182,Confident: lower price,93.1,Medium,51.82,0.2446,Above model benchmark (review price)
1397257045445947247,Private Bedroom B,https://www.airbnb.com/rooms/1397257045445947247,Manhattan,Upper East Side,Private room,Private room in rental unit,Small-Multi,monthly,79.3,92.41,75.63,128.36,0.5839,Uncertain (within plausible range),67.1,Medium,-13.11,-0.1419,Below model benchmark (review price)
1398031416693869352,shared room downtown Manhattan,https://www.airbnb.com/rooms/1398031416693869352,Manhattan,Chinatown,Shared room,Shared room in rental unit,Small-Multi,monthly,39.83,54.11,31.9,143.23,1.629,Uncertain (within plausible range),0.5,Low,-14.28,-0.2639,Below model benchmark (review price)
1398244115549213658,"Bright 1BR Apt + Private Garden, 2 Baths, sleeps 5",https://www.airbnb.com/rooms/1398244115549213658,Brooklyn,Park Slope,Entire home/apt,Entire rental unit,Individual,monthly,552.17,282.24,158.1,443.96,1.0052,Confident: lower price,9.6,Low,269.93,0.9564,Above model benchmark (review price)
1398863745748326361,Luxury Central Park apartment,https://www.airbnb.com/rooms/1398863745748326361,Manhattan,Hell's Kitchen,Entire home/apt,Entire rental unit,Mid-Multi,monthly,198.87,189.65,141.63,245.62,0.56,Uncertain (within plausible range),72.3,Medium,9.22,0.0486,Within 10% of model benchmark
1399443018137829677,Cozy 4Bed2Bath With Washer/Dryer,https://www.airbnb.com/rooms/1399443018137829677,Brooklyn,Crown Heights,Entire home/apt,Entire rental unit,Small-Multi,monthly,198.03,198.77,118.11,272.02,0.7707,Uncertain (within plausible range),31.5,Medium,-0.74,-0.0037,Within 10% of model benchmark
1399992352512629681,Large Arty Room In Bushwick,https://www.airbnb.com/rooms/1399992352512629681,Brooklyn,Bushwick,Private room,Private room in rental unit,Enterprise,monthly,59.3,76.88,50.97,106.73,0.7017,Uncertain (within plausible range),42.9,Medium,-17.58,-0.2287,Below model benchmark (review price)
1410350093850439911,81St street Upper West Side,https://www.airbnb.com/rooms/1410350093850439911,Manhattan,Upper West Side,Entire home/apt,Entire rental unit,Enterprise,monthly,149.37,158.5,147.16,185.22,0.2469,Uncertain (within plausible range),99.3,High,-9.13,-0.0576,Within 10% of model benchmark
1410870383568679934,Central Park two bedroom,https://www.airbnb.com/rooms/1410870383568679934,Manhattan,Upper West Side,Entire home/apt,Entire rental unit,Individual,monthly,143.9,273.19,171.36,311.42,0.5246,Confident: raise price,79.7,Medium,-129.29,-0.4733,Below model benchmark (review price)
1410966626932042671,Rove Travel | Rhodes Court | PH Duplex w/ Terrace,https://www.airbnb.com/rooms/1410966626932042671,Manhattan,Chelsea,Entire home/apt,Entire rental unit,Enterprise,monthly,1077.63,594.83,272.01,979.17,1.1775,Confident: lower price,4.0,Low,482.8,0.8117,Above model benchmark (review price)
1411151968610664657,Surf & WFH Bright 3 BR Rockaway,https://www.airbnb.com/rooms/1411151968610664657,Queens,Arverne,Entire home/apt,Entire rental unit,Individual,monthly,212.77,229.72,116.1,318.95,0.87,Uncertain (within plausible range),19.3,Low,-16.95,-0.0738,Within 10% of model benchmark
1411155037718236584,spare room 4,https://www.airbnb.com/rooms/1411155037718236584,Bronx,Claremont Village,Private room,Private room in home,Mid-Multi,monthly,38.73,44.53,29.12,65.03,0.7583,Uncertain (within plausible range),33.5,Medium,-5.8,-0.1302,Below model benchmark (review price)
1382743022513095415,Prime Studio Apartment Oasis,https://www.airbnb.com/rooms/1382743022513095415,Manhattan,Lower East Side,Entire home/apt,Entire rental unit,Small-Multi,monthly,144.16,171.24,117.09,227.43,0.6499,Uncertain (within plausible range),52.8,Medium,-27.08,-0.1581,Below model benchmark (review price)
1383008491621356707,Designer Loft in Dimes Square,https://www.airbnb.com/rooms/1383008491621356707,Manhattan,Chinatown,Entire home/apt,Entire rental unit,Individual,monthly,380.9,218.76,127.67,303.15,0.8022,Confident: lower price,27.1,Medium,162.14,0.7412,Above model benchmark (review price)
1383086307784090712,(402)Private room,https://www.airbnb.com/rooms/1383086307784090712,Manhattan,Chelsea,Private room,Private room in rental unit,Small-Multi,monthly,136.43,108.03,61.55,146.47,0.7777,Uncertain (within plausible range),30.4,Medium,28.4,0.2629,Above model benchmark (review price)
1383323531826999574,Modern 2 BR in luxury building,https://www.airbnb.com/rooms/1383323531826999574,Brooklyn,Greenpoint,Entire home/apt,Entire rental unit,Individual,monthly,230.22,363.9,201.38,502.4,0.8247,Uncertain (within plausible range),24.2,Low,-133.68,-0.3673,Below model benchmark (review price)
1383387483404410870,Bedstuy Studio Apartment,https://www.airbnb.com/rooms/1383387483404410870,Brooklyn,Bedford-Stuyvesant,Private room,Private room in townhouse,Individual,monthly,84.07,85.21,52.97,140.89,1.0157,Uncertain (within plausible range),9.1,Low,-1.14,-0.0134,Within 10% of model benchmark
1383409431728201596,2 Bedroom Garden Loft Apartment,https://www.airbnb.com/rooms/1383409431728201596,Brooklyn,Columbia St,Entire home/apt,Entire rental unit,Individual,monthly,938.48,209.56,139.06,301.73,0.7752,Confident: lower price,30.7,Medium,728.92,3.4784,Above model benchmark (review price)
1412405909508325835,Cozy studio apartment in SI,https://www.airbnb.com/rooms/1412405909508325835,Staten Island,Arrochar,Entire home/apt,Entire rental unit,Individual,monthly,75.78,91.43,66.14,129.87,0.705,Uncertain (within plausible range),42.4,Medium,-15.65,-0.1711,Below model benchmark (review price)
1412601012008844945,444-3E Contemporary 2BR in Hell's Kitchen,https://www.airbnb.com/rooms/1412601012008844945,Manhattan,Hell's Kitchen,Entire home/apt,Entire rental unit,Enterprise,monthly,260.05,257.85,183.9,347.84,0.635,Uncertain (within plausible range),56.1,Medium,2.2,0.0085,Within 10% of model benchmark
1412675630588119627,spare room 5,https://www.airbnb.com/rooms/1412675630588119627,Bronx,Mount Hope,Private room,Private room in home,Mid-Multi,monthly,38.73,40.18,31.86,68.37,0.8196,Uncertain (within plausible range),24.8,Low,-1.45,-0.0361,Within 10% of model benchmark
1400928202382384750,Bright & Sunny 1-Bed /spacious/4 languages,https://www.airbnb.com/rooms/1400928202382384750,Brooklyn,Kensington,Entire home/apt,Entire rental unit,Individual,monthly,74.45,109.16,84.72,185.73,0.9202,Confident: raise price,15.2,Low,-34.71,-0.318,Below model benchmark (review price)
1383680335751197668,Ritchson Loft Tree-house in NYC,https://www.airbnb.com/rooms/1383680335751197668,Queens,Astoria,Entire home/apt,Entire rental unit,Individual,monthly,160.63,192.48,105.9,246.22,0.729,Uncertain (within plausible range),38.0,Medium,-31.85,-0.1655,Below model benchmark (review price)
1413005836445680061,"Newly Renovated! 3BR/2BA 1,500sf W/G Village",https://www.airbnb.com/rooms/1413005836445680061,Manhattan,Greenwich Village,Entire home/apt,Entire rental unit,Mid-Multi,monthly,713.5,660.66,272.02,1184.59,1.3371,Uncertain (within plausible range),1.9,Low,52.84,0.08,Within 10% of model benchmark
1413200931627367563,Cute Condo in Busy Bushwick,https://www.airbnb.com/rooms/1413200931627367563,Brooklyn,Bushwick,Private room,Private room in rental unit,Small-Multi,monthly,66.37,64.74,48.13,104.03,0.8554,Uncertain (within plausible range),20.9,Low,1.63,0.0252,Within 10% of model benchmark
1413794859388231683,Beachside Community Retreat,https://www.airbnb.com/rooms/1413794859388231683,Queens,Arverne,Entire home/apt,Entire rental unit,Individual,monthly,281.73,237.64,129.36,260.22,0.5657,Confident: lower price,71.2,Medium,44.09,0.1855,Above model benchmark (review price)
1384026572935250915,Apt Near Central Park & 6 Train,https://www.airbnb.com/rooms/1384026572935250915,Manhattan,East Harlem,Entire home/apt,Entire rental unit,Small-Multi,monthly,120.64,160.26,87.83,181.55,0.5944,Uncertain (within plausible range),65.1,Medium,-39.62,-0.2472,Below model benchmark (review price)
1384064717721387795,Cozy private Bedroom In the City,https://www.airbnb.com/rooms/1384064717721387795,Manhattan,East Harlem,Private room,Private room in rental unit,Mid-Multi,monthly,75.7,80.95,57.35,99.08,0.5347,Uncertain (within plausible range),77.3,Medium,-5.25,-0.0648,Within 10% of model benchmark
1384225703887403930,GLAM private room/bath by metro,https://www.airbnb.com/rooms/1384225703887403930,Brooklyn,Sunset Park,Private room,Private room in home,Mid-Multi,monthly,73.52,71.81,54.0,95.35,0.5785,Uncertain (within plausible range),68.3,Medium,1.71,0.0238,Within 10% of model benchmark
1401404614377401532,UES Modern 2BR (MIN 30 DAYS),https://www.airbnb.com/rooms/1401404614377401532,Manhattan,Upper East Side,Entire home/apt,Entire rental unit,Enterprise,monthly,227.23,231.48,156.79,264.66,0.4684,Uncertain (within plausible range),87.9,Medium,-4.25,-0.0184,Within 10% of model benchmark
1401450836992453244,Peaceful Bright Room beside Morgan L,https://www.airbnb.com/rooms/1401450836992453244,Brooklyn,Williamsburg,Private room,Private room in rental unit,Mid-Multi,monthly,76.9,85.38,56.5,154.53,1.1097,Uncertain (within plausible range),5.4,Low,-8.48,-0.0994,Within 10% of model benchmark
1402376409459667263,Chelsea Sanctuary,https://www.airbnb.com/rooms/1402376409459667263,Manhattan,Chelsea,Entire home/apt,Entire rental unit,Individual,monthly,186.21,222.11,122.88,336.53,0.9553,Uncertain (within plausible range),12.6,Low,-35.9,-0.1616,Below model benchmark (review price)
1402385889184039779,Panoramic Skyline w 2 Workspaces in Williamsburg,https://www.airbnb.com/rooms/1402385889184039779,Brooklyn,Williamsburg,Entire home/apt,Entire rental unit,Small-Multi,monthly,273.16,198.57,133.12,280.47,0.7398,Uncertain (within plausible range),36.2,Medium,74.59,0.3756,Above model benchmark (review price)
1402571190017567577,Chinatown LES,https://www.airbnb.com/rooms/1402571190017567577,Manhattan,Lower East Side,Entire home/apt,Dome,Small-Multi,monthly,207.59,169.42,125.88,181.8,0.3572,Confident: lower price,96.5,High,38.17,0.2253,Above model benchmark (review price)
1384248659352056848,Bliss House • Fifth Ave • Grace Patio 2-Bed • No6B,https://www.airbnb.com/rooms/1384248659352056848,Manhattan,Upper East Side,Entire home/apt,Entire rental unit,Enterprise,monthly,740.67,311.84,194.04,519.8,1.036,Confident: lower price,8.2,Low,428.83,1.3752,Above model benchmark (review price)
1384405970834006442,Large room in Brooklyn,https://www.airbnb.com/rooms/1384405970834006442,Brooklyn,Sheepshead Bay,Private room,Private room in rental unit,Individual,monthly,49.98,62.96,43.65,126.41,1.2666,Uncertain (within plausible range),2.6,Low,-12.98,-0.2062,Below model benchmark (review price)
1403081518465311024,HUGE Studio - 5 min walk to subway and river,https://www.airbnb.com/rooms/1403081518465311024,Manhattan,Midtown,Entire home/apt,Entire rental unit,Individual,monthly,162.07,196.41,140.02,304.98,0.8383,Uncertain (within plausible range),22.8,Low,-34.34,-0.1748,Below model benchmark (review price)
1403115358595551887,Cozy Studio Stay Near Central Park & Subway,https://www.airbnb.com/rooms/1403115358595551887,Manhattan,Upper East Side,Entire home/apt,Entire rental unit,Mid-Multi,monthly,193.03,201.2,131.94,309.27,0.8707,Uncertain (within plausible range),19.2,Low,-8.17,-0.0406,Within 10% of model benchmark
1403518962343368348,Roomrs - Elegant 2BR in UWS,https://www.airbnb.com/rooms/1403518962343368348,Manhattan,Upper West Side,Entire home/apt,Entire rental unit,Enterprise,monthly,304.2,245.92,142.09,267.29,0.5107,Confident: lower price,81.8,Medium,58.28,0.237,Above model benchmark (review price)
1403698200774884341,Modern studio with private entrance,https://www.airbnb.com/rooms/1403698200774884341,Brooklyn,East Flatbush,Entire home/apt,Entire rental unit,Individual,monthly,98.5,108.42,84.07,153.56,0.6438,Uncertain (within plausible range),53.9,Medium,-9.92,-0.0915,Within 10% of model benchmark
1404362436549019678,RoveTravel | Gilded Loft | 2BR Vibrant SoHo Loft,https://www.airbnb.com/rooms/1404362436549019678,Manhattan,SoHo,Entire home/apt,Entire loft,Enterprise,monthly,884.08,617.9,228.57,1133.88,1.4485,Uncertain (within plausible range),1.2,Low,266.18,0.4308,Above model benchmark (review price)
1404509946918350206,Modern two BR Madison Square Park amazing views,https://www.airbnb.com/rooms/1404509946918350206,Manhattan,Kips Bay,Entire home/apt,Entire condo,Individual,monthly,465.84,424.91,164.54,832.93,1.5412,Uncertain (within plausible range),0.9,Low,40.93,0.0963,Within 10% of model benchmark
1404524118266437529,501-2E Gorgeous Upper East Side 2BR W&D,https://www.airbnb.com/rooms/1404524118266437529,Manhattan,Upper East Side,Entire home/apt,Entire rental unit,Enterprise,monthly,314.67,260.69,189.09,259.03,0.2745,Confident: lower price,98.9,High,53.98,0.2071,Above model benchmark (review price)
1404644214677850922,Awesome cozy bedroom in a stylish apartment,https://www.airbnb.com/rooms/1404644214677850922,Manhattan,East Village,Private room,Private room in rental unit,Small-Multi,monthly,105.54,110.69,52.71,123.87,0.649,Uncertain (within plausible range),53.1,Medium,-5.15,-0.0465,Within 10% of model benchmark
1384734227803017103,Cute UWS Quiet 1 Bedroom W/ Elevator #122,https://www.airbnb.com/rooms/1384734227803017103,Manhattan,Upper West Side,Entire home/apt,Entire rental unit,Enterprise,monthly,103.68,79.97,49.84,115.21,0.8132,Uncertain (within plausible range),25.7,Medium,23.71,0.2965,Above model benchmark (review price)
1384771028564802344,Stunning Midtown 1 Bed w/Laundry & Elevator #6175,https://www.airbnb.com/rooms/1384771028564802344,Manhattan,Murray Hill,Entire home/apt,Entire rental unit,Enterprise,monthly,228.63,209.49,159.3,255.52,0.4619,Uncertain (within plausible range),88.6,Medium,19.14,0.0914,Within 10% of model benchmark
1405037755406349260,Roomrs - Luxury 2BR in prime LES,https://www.airbnb.com/rooms/1405037755406349260,Manhattan,Lower East Side,Entire home/apt,Entire rental unit,Enterprise,monthly,322.67,241.57,138.73,287.57,0.6157,Confident: lower price,60.3,Medium,81.1,0.3357,Above model benchmark (review price)
1414668713987279509,Rove Travel | Brightstone | 4BR Modern Loft,https://www.airbnb.com/rooms/1414668713987279509,Manhattan,Tribeca,Entire home/apt,Entire condo,Enterprise,monthly,1390.13,581.54,261.22,1169.05,1.5426,Confident: lower price,0.8,Low,808.59,1.3904,Above model benchmark (review price)
1405219060285604775,Beautiful Cozy Studio ~Prime UWS,https://www.airbnb.com/rooms/1405219060285604775,Manhattan,Upper West Side,Entire home/apt,Entire rental unit,Mid-Multi,monthly,224.71,199.79,119.85,254.48,0.6771,Uncertain (within plausible range),47.3,Medium,24.92,0.1248,Above model benchmark (review price)
